Puan	Yorum
1.0	telefon tam fiyat performans telefonu Xiaomi şiddetle tavsiye ederim...
1.0	Telefonu anneannem için aldım. 80 yaşında ve sadece bir kaç kez gösterdim, kullanmaya başladı. Telefonla konuşmak ve mesaj dışında hiç bir özelliği yok. Benim de anneannem için aradığım ürün böyle bir şeydi. Çok doğru bir tercih yapmışım. Tavsiye ederim...
0.0	Ürününen iyi ozelligi amoled ekran ve yüz tanıma.Kamerası kötü. Parmak izi okuyucusu çalışmıyor. Pisman oldum
1.0	Gelmiş geçmiş en süper telefon budur. X serisini alıp yaşayın derim..
0.0	oyuncak gibi.Elime alır almaz paketine geri koydum.
1.0	Düşünmeden alın bu fiyata bu özellikler 
1.0	Telefonu 4 aydır kullanıyorum. Telefon kapandı ve açılmadı. Vestel servisinde tamiri yapıldıktan sonra telefonu sorunsuz kullanmaya devam ettim. Servisinin kolay ve ulaşılabilir olması çok iyi bir durum. Akıllı telefonlar arıza verdiğinde servis çok önem kazanıyor. Telefonumdan memnunum.
1.0	Güzel bence tavsiye ederim alın
0.0	Gelen ürün beni mağdur etti
1.0	Cihaz sabah elime ulaştı. Niğdeye 2 günde geldi. Kamerası muhteşem. S7 edgeden geçmiş biri olarak gerçekten muhteşem ötesi. Hız desen harika. Beklentilerinin üstünde çıktı. Batarya konusunda şuan Bi yorum yapamıyorum.
1.0	Gayet güzel insanlar sıfır okuyomheralde yenilenmiş kasayı bu temizlikte bulmak zor gayet güzel bi telefon
1.0	2 gün içerisinde geldi kırmızı kapaklı olanı aldım tek hatlı gayet güzel ısınma falan söz konusu değil. Tavsiye ederim
1.0	Selamlar, öncelikle kötü yorum yapan arkadaşlara inanıp ürünü almayacaktım,fakat iyi bir araştırmadan sonra ürünü Hepsiburada dan aldım.orta seviye birçok telefondan üstün özellikleri var.kamerası iyi,şarj bir günü rahat çıkarıyor,ekran rengi süper,tasarım çok şık.dış ses biraz az fakat yeni dizayn alttan hoporlörlü tüm yeni telefonlar aynı.fiyat performans olarak çok iyi telefon.hafıza 64 gb. istediğin kadar hafızayı arttıra bilirsiniz.şuan için teknik servisi tüm markalardan 10 kat güçlü.youtube tan inceleyin karar verin.Arkasında Vestel var.Yerli malı haricinde ürün almamaya karar verdim.Alacak arkadaşlar hiç düşünmeden alabilirler.Kötü yorumlara kanmayın.
1.0	Telefonu pazartesi öğlen saat 1 gibi sipariş etmiştim. salı günü 12'de gebzede teslim edildi. Öncelikle ekranı, tasarımı, kalitesi gayet güzel duruyor. 6s'ten geçtiğim için biraz cebe sığma sorunu yaşatacak gibi hissettirdi. alışacağız artık Telefonu açtığımda%62 şarjı vardı gün boyu uygulama indirdim güncelleme vs uğraştım 4saat 30 dk ekran süresi aldım. %100' le ortalama 7 buçuk 8 saat ekran süresini bulur gibi ...performansı gayet iyi üzmeyecek gibi.eksi yönleri; kamerasını iyi bulmadım idare eder ve kutudan kulaklık çıkmaması sinir bozucu...
0.0	6,5 yıldır kullanmakta olduğum 3G uyumlu telefonu bir kaza sonucu kaybedince kullanıc yorumları ve teknik değerlendirmeleri inceleyerek bir ay önce bu telefonu aldım ancak bir hayal kırıklığı oldu.• Günde ortalama 10 dakika kullanım ve kalan sürede uykuda olmasına rağmen pili 3 günde bitiyor. Önceki telefonum 5-7 gün dayanırdı. Wi-Fi açıkken bu süre 1-1,5 gün.• İpod’umdaki müzikleri bu telefona yükledim. Telefon hafızasında 8,5 GB yer tuttuğu görünmesine karşın müzik ikonuna tıkladığımda boş bir ekran geliyordu. Bloglarda araştırınca iphone 6 larda bunun sık karşılaşılan bir durum olduğunu gördüm, oradaki önerileri uygulayarak sorunu çözebildim.• Hücresel veri kapalı olmasına karşın 10 günde, servis sağlayıcım tarafından,bir aylık ortalama telefon görüşmem kadar internet kullanım ücreti tahsil edildi. Sonunda 4G’yi kapattım. Şimdilik sorun çözülmüş görünüyor ama emin değilim.• Telefon rehberim ve e-posta kişilerim birbirine karıştı. Mükerrer kayıtlar oluştu. E-posta adreslerini telefonumdan silince yahoo posta uygulamasındaki kişilerimde silindi. Yahoo kişilerimi tekrar ekleyince, telefon rehberim yine karıştı. Bu sorunu henüz halledemedim. 
0.0	Z10 hayatimda gördüğüm en iğrenç telefon 1 yıl oldu alalı alt tuşlar çalışmadı servise gönder dik kullanici hatasi dediler anlamıyorum bi z cihaz darbe sıvı temas olmadan nasıl kullanici hatası var ben anlamadım anlayan varsa anlatsın ha bu arada 1.109 tl de masraf çıkarttılardememem şuki vestel uzak kalın 
1.0	iphonekalitesi bellioluyortavsiyeedilir butceniz uygun ise
1.0	2 yıldır iphone 7 kullanıyorum. Bu telefona geçerken çok terddütlerim vardı. Öncelikle arayüzü ios ile çok benzer. Hiç zorluk çekmedim ve çok kullanışlı diğer samsung telefonlar gibi değil.Kamera ekran hız herşeyi iphone x ten aşağı kalmaz hatta daha iyi diyebilirim.En büyük artısı ise pil ve şarj olayı. İphonu çoğu zaman günde 2 kez bazen 3 kez şarja takar günü ancak tamamlar idim. Her şarja taktığımda en az 1 saat duvara ve prize bağlı esir kalırdım. P30 un şarjı benim kullanımıma tam 2 gün gidiyor. iphone7 10 saati zor tamamlıyordu. Ve en güzeli hızlı şarj 4 dkda %5ten %25e, 1 saatte de %100 doluyor. Bu özgürlük gerçekten paha biçilemez. Yıllarca iphone kullandıktan sonra niye bu eziyeti çekip durmuşum dedim. Üstelik yarı fiyatına iphonedan çok üstün bir telefon alıyorsunuz. Niyetiniz varsa hiç tereddüt etmeyin alın.
0.0	Telefon wifi olmadan internete bağlanmıyor.
0.0	pabci de en düşük grafikte küresel ısınma sebebi resmen. sık sık ta kasıyor kameraya aldanmayın bir çok telefondan kötü mod eksiklikleri var kamerada en büyük sorun da type-C YOK şarj normal kullanımda 1 günü çıkariyor dün 22.05 te taktım şuan 21.17 %8 sonuç olarak tavsiye etmem ayfona geri döneceğim galibaa.
1.0	Bunu aldıktan sonra tablete gerek kalmadı Ekran 6 inç, hızlı telefon, pili uzun gidiyor daha ne olsun!
1.0	2 adet aldım makina gerçekten hakkını veriyor
0.0	arkadaşlar ürünü eşime aldım. bataryası gayet iyi nerdeyse iki gün gidiyor. fakat kamera ya gelince açık havada gün ışığında sorun yok idare eder gibi duruyor . Fakat iç mekan fotoğrafları gündüz yeterli ışık olmasına rağmen çok kötü bekleneni vermiyor. iç mekanda aynı anda çekilen aynıfotoğrafların biri birini tutmuyor. biri idare eder kalitedeyken diğeri daha kötü olabiliyor. makinenin netlemesi çok yavaş ve biraz önce söylediğim gibi dengesiz ve renkler cansız ve soluk.Benim 3 yıl öncealdığım ve halen kullandığım samsug galaxy s7 nin 12 piksel lik kamerası kat kat daha iyi kalite fotoğraf çekiyor. daha çabuk netliyor. s7 ve a50 ile çektiğim fotoları bilgisayar ortamına atıp karşılaştırdım a50 beklenenin çok altında .a50 nin bütün kamera ayarlarını denedim güncellemeri yükledim nafile . kamera açısından hüsrana uğradım. batarya işlemci 6 gb ram olarak iyi görüyor ama fotoğraf sizin için biraz önemliyse kesinlikle uzak durun. aldığıma pişman oldum. saygılar
0.0	nerdeyse her ay yeni bir urun cikiyor telefon genel ozellikleri ve fiyat, ama birbirini tutmuyor maalesef, illaki ureticiler biryerleden caliyo bi kamera icin telefona para bi ton para vermek bana gore akil isi degil su anda orta segment telefonlar gayet yeterli ve guzel, telefona buyuk paralar odemektense bu kadar paraya hem telefon hem de slr fotograf makinasi alinabilir bana gorede en mantiklisi bu zaten en son teknoloji ile cikan kamerada olsa orta segment telefondan cokta farki yok
0.0	almayı düşünüyordum ama fiyatı görünce vazgeçtim note 8e devam o kadar parayı vermem
0.0	yorumları okuyunca ben başka telefon kullandım zannettim. arkadaşlar yerli üretimi destekliyorum ama ama çok amasi var tel. kasa olarak çok şık . gerisi çok kötü düşünsene telde galeri yok dokunmatik çok kötü 4 g olmazsa inanılmaz ağır arayüz sıradan daha da fazla yazmıyorum. olmamış Vestel olmamış
1.0	Ekran desen harika...Ses desen MÜKEMMEL...Kamera desen A9 2018 den çok daha iyi....Şarjı bir günü çok iyi çıkarıyor.Ön yargılarınızı kırıp alın derim.Tavsiye ediyorum kesinlikle
0.0	Fiyatına göre sistem akıcılığına diyecek yok. Tek bir sıkıntısı var o da oyun telefonu özelliğini darma dağın ediyor.Oyunlarda multitouch sorunu var özellik fps oyunlarda cod mobile vb. çok rahat hissediliyor.
0.0	Fiyatına Göre İyi değil. Tutunabilmesi için daha rekabetçi bir fiyat olması gerekiyor. Çok daha sağlam özellikli telefonlar daha uygun fiyata. Sırf iphone diye o kadar para verilmez
1.0	Ürün fiyatına göre çok iyi yaklaşık olarak bir aydır kullanıyorum gayet memnunum.
0.0	GPS sorunu öyle programlarla düzelir cinsten değil.Sürekli uydu bağlantısı kopuyor. Düşük Sar deselerde inanmıyorum. Aşırı isınıyor beynimizi akıtacak. Kütük gibi takoz gibi yerli odun resmen...
1.0	İthalatçı garantili ve internet alışverişi olduğu için almakta karasız kalmıştım, fakat beklediğimin çok üstünde geldi.. Çarşamba günü sipariş verdim cuma günü elimdeydi. Tek sorunu kulaklık göndermemeleri.
1.0	Telefonu uzun araştırmlar sonucunda sipariş verdim.Sadece bir önemli sorunu buldumoda sadece birkaç kişide vardı,Multi touch sorunu ekrana 1 den fazla parmakla dokununca gecikme oluyormuş. İnşallah aynı sorunla karşılaşmam.Karşılaşırsam zaten iade veya değişim talebinde bulunacağım.Telefon gelince tekrar bir yorum atarım .
0.0	İlk aldığımda gayet iyi idi sonra şebeke ve şarj problemi ile karşılaştım
1.0	telefonun şarj ı çok iyi dayanıyor. kamerası çok iyi. efsane cuma ile en uygun fiyatta aldım.hepsijette teşekkürler.
1.0	Telefonu 25 gündür kullanıyorum. 2000 TL civarı bir cihaza göre gayet başarılı bir ürün. kamerası hafızası kasa tipi gayet başarılı. bu telefondan iPhone x performansı beklemeyin. fiyat belli. Alınabilir bir ürün eşime de almayı düşünüyorum.
0.0	Telefon kendiliğinden kapanıyor dokunmatik zaman zaman çalışmıyor ekranda renkli çizgiler çıkıyor...memnun kalmadım...
0.0	alan arkadaslar simdiden gecmis olsun telefonsa maksimimum 1 yil sonra ghost screen sorunu ortaya cikiyor hayalet ekran bende 1 yil daha sonra islemci de gereksiz isinma ve hizli isinma ve batarya 3 saat de bitiyor artik kesinlikle tavsiye etmem donanim ozellikleri guzel ama kronik sorunlar cok var o yuzden bulaşmayın
1.0	kendi kullandığım telefon Asus zen 5. aşağı yukarı aynı ürünler. kendi telefonumu eşime verip bunu kendime aldım. mi 8 lite çok daha iyi işlemciye sahip. mi 8 lite gerçekten hızlı telefon f/p oranıda gayet iyi. sadece iki özellik bakımından tatmin edici değil 1. ekran parlaklığı istenilen kadar parlak değil.ki ben çok parlaklık aramayan biriyim2. pil kapasitesine rağmen günü zor çıkarıyor.oda işlemciden kaynaklı büyük ihtimal
0.0	ben bu telefonu alalı yalaşık 5 ay oldu.ilk geldiğinde batarya problemi oldu.batarya 20 de iken kapanıyordu.firmayı aradım yeni batarya gönderdiler kapanma olayı yaşamadım.ta dün akşama kadar.dün akşam şarz ettim.sabah kalktığımda telefon kapanmış şarz sıfıra inmiş.yeniden şarza taktım.ayrıca en büyük problemlerden biriside şebeke sorunu çok sık oluyor.yorumlarda memnun olduğunu yazan çok kişi var ama benimkinde şebeke ve batarya sorunu var.bence bu saatten sonra bu telefon alınmaz.huzur vermiyor.bunun ayarında casper via a3 veya casper via a3 plus alın bu telefonlar not 4den daha iyi.64 gblık hafıza var. batarya daha uzun dayanıyor.not 4lerin bundan sonra kullanılması sıkıntı verir.
1.0	telefon çok iyi.şarj bana en yoğun günde bile 2 gün yetti. normal de 3 gün rahat yeter. özellikler ve hızı süper. fiyat olarak tabi çokama bence değer.ekran kalitesi. resim kalitesi... çok iyi. tavsiye ederim.boşu boşuna samsung a çamur atmaya gerek yok. apple a para vermeye gerek yok bence. hepsi burada ve samsung a teşekkürler.
0.0	öncelikle cok asiri isiniyorşarjı kendikendine cok hizli bitiyorhiçtavsiye etmiyorum
0.0	Ben hayatımda böyle adi böyle kalitesiz telefon görmedim. Sakın almayin gidin j7 alın daha iyi huwaaei alın daha iyi ama bunu almayin
0.0	Batarya performansı vasat, berbat, kullanılamaz. %100 den %20 ye 15 dakika da iniyor. BERBAT! Kullanılamaz
0.0	İthalatçı garantili olarak Evo Tek. almayınız. Telefon garantisi devam ederken birgün aniden kapandı. Birdaha da açılmadı. Garanti veren ithalatçı firmaya onarıma gönderdim. Benden 330 TL onarım ücreti talep ettiler. Ben tüketici mahkemesine başvurmak için telefonu geri istedim. Hepsiburadanın bu firmanın ürünlerini satmamasını talep ediyorum. Zira ürünün garanti olarak arkasında durmuyorlar...
0.0	X’den geçtim gerçekten çok fark var. Keşke geçmeseydim. Ekran o kadar kötü ki telefon o kadar kalın ki kesinlikle almayın derim. Pro alıyosanız alın ama sakın bunu almayın. Yazık.
0.0	Hoparlör işe yaramaz işlemci işe yaramaz dokunmatik işe yaramaz. Ama kasasını çok güzel yapmış vestel gururla yerli
0.0	Yerinizde olsam almam ben alalı 6 ay olack rezalet resmen oyun telefonuymuş felan yalan hepsi çok ısınıyor fifa mobil de kasma var kısaca ben aldığıma bin pişmanım bu fiyata daha iyi telefon alabilirsiniz
0.0	2 yıl önce aldım bugün ekranı arızalandı. Başka arkadaşlarımda da 2 yılda telefon aynı şekilde arızalandı siz siz olun Lg almayın kronik ısınma ve ekran problemi var.
0.0	Cihazı Alalı 6 ay gibi bir süre oldu.Tek sıkıntısı arka 20 mp Kamerada leke izi varTelefon alacaklar aldığınız zaman detaylı ön inceleme yapmanızı tavsiye ediyorumOnun dışında gayet güvenlir cihaz.
0.0	Iphone dan samsunga gectigime okadar pişmanım ki telefonu alalı 1 gün oldu evet performans olarak kalite olarak güzel bir telefon ama bir eksiği bile insanı pişman edebiliyor parmak izi okuyucu bazen algılıyor bazen algılamıyor hiç yakışmadı bu samsunga bunun guncellemeyle hallolacagini umuyorum alırken bunu göze alın ve ona göre sinirleriniz bozulmasın.
0.0	Tlf aldım bataryasını taktım Tlf denedim arama yapmıyor
0.0	arka kamerası beklentilerin çok altında, alırken dikkat edin, hız performansında sorun yok.
1.0	Sürat kargo tam bir felaket. Ürün şık vegüzel.
0.0	Cihazda , play store uygulaması ''call recorder '' çalışmıyor.arayan no lar hemen listeye düşmüyor.bu paraya daha iyi telefonlar var , almayın bunu derim..
0.0	Huawei ise sar değerine bakın çift hatlı olanların dahada yüksek sar değeri var...
1.0	SüpER ürün, süper teslimat; 10 numara beş yıldız, şiddetle tavsiye edilir,Teşekkrler
0.0	kamerası kötü. bide çok hafif dayanıksız gözüküyor.
0.0	tam bir hayal kırıklığı oldu. Xiaomi nin akıllı robot süpürgesini evimde kullanıyorum.bu yaşıma kadar almış olduğum en iyi ilk 10 ürün arasına girer. o kadar çok memunumki anlamatamam. bu sebeple xiaomi diye tercihimi bu yönde kullandım .Ancak cep telefonu ise tam bir hayal kırıklığı oldu. menüsü çok kötü. kendi akıllı ev uygulaması olan mihome iphone daki kadar stabil değil. Bildirimler çok başarısız.Yüz tanıma aktif değil çalışmıyor. mi 8deki gibi bölge değiştirerek durumu da kurtaramıyorsunuz.benim xiaomi den bekletim çok yüksekti.hayal kırıklığı yaşadım. kısacası olmamış bu telefon.
0.0	telefonun görünümü estetik. performans olarak fena değil. herkesin de belirttiği gibi parmak izi okuyucu sıkıntılı, hem geç algılıyor hem de bir kaç denemede açmanız gerekebiliyor. kamerayı önemseyenler için ise beklentinizi hiç bir şekilde karşılamaz. iphone'un en basit telefonunun kamerası bile kanaatimce a50'nin kamerasından iyidir.
1.0	Aynı üründen dört tane aldım son aldığım bu gün geldi daha öncekilerden bir tanesinde rehber bazı isimleri bir kaç tane gösteriyor bu sorunu çözemedik bunun dışında bir sorun yaşamadım fiyatı ile oranlarsak gayet iyi tavsiye ederim 
0.0	Öncelikle şunu belirteyim pubg mobile oynayacağım diye 6 gb ram ine bakıp alacak olan arkadaşlar çok büyük hata yaparlar çünkü cihazın 6 gb ram le bir alakası yok ama sorarsan evet ram 6 gb ve oyunda kasıyor takılıyor akıcı oynatmıyor ben kanser oluyorum bilginiz olsun öyle netten oynatıyor diye bakmayın arkadaşlar. Bunun dışında genel kullanımda ve arayüzündede akıcılık yok takılmalar oluyor sayfa geçişlerinde. Ben bin pişman oldum bu parayı verip aldığıma acil elimden çıkarmam lazım. Kamerası idare eder, ses seviyesi idare eder, tasarıma baktığınızda oda idare eder ama performans isteyen varsa acil çıksın bu telefonun sayfasından.
0.0	Bu telefonu almayın çünki kronik şebeke çekmeme sorunu var 1 yıldır kullanmaktayım internette yorumlar var şebeke ile alakalı ayrıca pil çabuk bitiyor
1.0	Tek kelime ile mükemmel en güzel telefonlardan biri herşeyiyle güzel
0.0	Ürünü 4 aydır kullanıyorum. sadık bir Vestel müşterisi olarak malesef bu telefon olmamış. Kronik sorunları var. Öncelikle instagrama video atamıyorsunuz. Hata veriyor. 2 aydır instagramla görüşüyoruz çözüm üreteceğiz diyorlar ama şimdiye kadar sonuç yok. Video kaydederken tiz sesli kayıt ediyor ses anlaşılmıyor. serviste parçası değişti ama sorun çözülmedi başka Z10larada baktık hepsinde aynı sıkıntı. Navigasyonu sorunlu.Ben telefonu iade etmeyi düşünüyorum. Yukarıda saydıklarım sizin için önemsizse alabilirsiniz. Telefon şık şarjı iyi gidiyor. kamerası normal. hafızası yeterli, hızı yeterli.Servisi iyi.
1.0	Fp ürünü
0.0	özellikleri fiyatına göre fena degil ama telefonun aksesuarlarını bulmakta zorlandım .. kılıf ı başka marka telefondan uydurdum yok çünkü .. kırılmaz cam ı evet var ama telefonun ekranını tam kaplamıyor..kenarlardan 2-3 milim boşluk kalıyor .. şansıma o boşluk olan kısımdan darbe aldı ekran kırıldı .. o şekilde idare ettim .. bu seferde pili şişti arka kapak kalktı .. 1 sene olmadan tel oldu çöp ..
0.0	Yeni bir telefon almak için araştırma içindeyim.Samsung'ları ve Xiaomi'leri inceledim.Samsung'ların yapım ve malzeme kaliteleri berbat.Oysa Xioami'ler çok iyi.Teknoloji özellikleri de çok çok iyi.Xioami bu gidişle Iphone'leri de silecek piyasadan.
1.0	Buda çok iddialı ama J7 Prime kadar olacağını sanmam
0.0	arkadaşlar daha kaliteli bi ürün bekliyordum size tavsiyem bunu almamaniz
1.0	Şarjı mükemmel gidiyor, Kasası çok şık ve sağlam, Kamerası oldukça iyi, ekran kalitesi harika, parmak izi çok hızlı arayüz kullanım çok hızlı Isınma yok, . Mükemmel bir telefon. Vestele helal olsun ülkemizde böyle cihazlar üretiliyor olması ayrı mutlu edici. Gururla Yerli. 
1.0	HIZLI GÖNDERİM VE FİYAT PERFORMANS ÜRÜNÜ TEŞEKKÜRLER 
0.0	type-c kullanmıyo sırf o yüzden almadım yıl 2018 h&#226;la micro usb
1.0	Hepsiburada.com mağazasında; Hepsiburada' nın kendi mağazasından yaptığınız satın alma işlemlerini değerlendirmeyi lüzum görmüyorum.. Çünkü her konuda başarılı, Ürün kalitesinde akılda bir şüphe bırakmıyor. Teslimatta keza aynı. Yani gözünüz kapalı alabilirsiniz arkadaşlar ama tek gözünüzü aralayın bilgileri doldurmak için lazım olacak.Hiç tereddütsüz tavsiye ederim..Teşekkür ederim HB
1.0	Samsung telefonlar da özellikler kisminda NFC yi yok diye belirtiyorlar keza bu durum J7 Pro da da boyledir
0.0	1 aydır kullanıyorum. 2 günde ulaştı. telefon boyut ve duruşu çok güzel ve şık. teknik özellik olarak değerlendirince gerçekten çok iyi. tüm uygulamaları çok hızlı ve takılmadan açıyor. pil süresi abartılı oyun oynamadıkça uzun. tek sorunu ekran uzunluğu. Standart telefonlara göre uzun olduğundan web sayfaları ve ekran görüntüsü ön izlemede sorun yaratabiliyor. ama genel olarak değerlendirince fiyat performans ve muadilleri ile karşılaştırınca alınası telefon.
1.0	gerçekten bu fiyata alınabilecek en iyi telefon diyebilirim.
1.0	Cihaz bir günde elime ulaştı. İlgili satıcı. Teşekkürler.
1.0	çok güzel bir telefon. siparişimin ertesi günü elime ulaştı. teşekkürler 
1.0	bu fiyata bu performans gayet başarılı. tek sorun parmak iziyle açılmasında bir kaç kez denemek gerekiyor.
0.0	Her 10 günde bir telefon çıkarmak önemli değil.Önemli olan çıkarılan telofonla ilgilenmek ve güncellemede yardımcı olmak.Her yeni çıkan telefon.Bir önceki çıkarılanı öldürüyor..He diğer markalarda bunu yapıyor ama samsung kadar hızlı yapmıyor.10 Yıldır samsung markası kullanan birisiyim.Artık samsung un suyu çıktı..Yeni bir telefon alacağım , ama bu samsung olmayacak kesinlikle..
0.0	Yorumlardan okuduğum kadarıyla tamamen şans işi.
0.0	Cihazı aldıktan 1 ay sonra falan telefonun 20Megapiksellik arka kamerasının camında parmak izi gibi bir leke olduğunu farkettim çoğu telefonculara sordum bunun telefonun kendisinden olduğunu söylediler. Satın alan arkadaşlar telefonu aldıktan sonra dikkatlice bakmalarını tavsiye ediyorum!!
1.0	*fiyat olarak alinabilecek en iyi amiral telefon *ibranice harfler telefon arama tuslarinda sadece var. * evo servis garantili * sarj aleti turkiye uyumlu. * renk tercihi goreceli tabi ama gri renk titan diger renklere gore daha kaliteli duruyor. * lg ilk kez kullandigimdan guc/kilit tusuna alismak biraz zorluyor. cift tiklamayla kilidi acip kapatabiliyorsunuz. * kilif olarak spigenin kilifinida muhakkak siparis verin cok iyi koruma sagliyor ve guzel gozukuyor. *sarji her akilli telefon gibi 2800 de olsa 4000 de olsa elinizden birakmiyorsaniz gun icinde sarja mahkumsunuz. pil kitiyle kablodan kurtulursunuz. tak cikar olmasi cok iyi. *cam plus aparatini almanizida oneririm fiyati cok dusuk. fotograf cekimini cok rahat bir sekilde yapiyorsunuz ve ekstradan 1200 gucte pili oluyor.
0.0	pubg mobilde oynarken 2el oynadikdan sonra isiniyor fakat kasma yapmiyor dusuk ayarlardaKamera Video cekerken isiniyor Patliyacakmi korkusu olustu bende Telefon ozellkleri harika sadece isinmasi beni uzdu o kadar.Sarji 12 saat goturuyir fazla oyun oynanmadigi surece
0.0	Hızlı şarj özelliği yok. Saatlerce şarj olmasını beklemek zorunda kalıyorsunuz.Kameranın 24 mp yazdığına bakmayın, 13 mp bile a7 2018 den daha iyi çekiyor..
0.0	Mehabalar. Ürün maalesef istediğimiz gibi çıkmadı.Telefon durup dururken kendi kendine kapanıyor. telefonu şarj ediyoruz kısa sürede dolmuş görünüyor. şarjdan çıkartıyoruz 15-20 dakika sonra şarj sıfır görünüyor. Kesinlikle tavsiye etmem. Ürünü gönderen firmaya da ulaşamıyorum.
0.0	daha ilk deneyimim ama batarya cabuk tükeniyor gibi sabah sarjdan çıkartıyorum öğlen %70 lere iniyor doğru dürüst kurcalamadan inşaallah ben yanılıyorumdur bu şekilde bataryanın 2 gün dayanacagini zannetmiyorum diğer özellikleri güzel
0.0	Telefonu yaklaşık 4 aydır sevmeyerek kullanıyorum. Öncelikle daha önce bu kadar hassas, çabuk bozulan, adi malzeme kullanılan başka bir telefon kullanmadığımı belirtmek isterim. Geldikten 1 hafta sonra telefonu üzerinde koruyucu kılıf ve ekran koruyucu varken düşürdüm, ekran resmen tuz ve buz oldu. Tek düşmede telefonun bu kadar çabuk kırılmasına şaşırdım açıkçası. Telefonun ekranını yaptırdım. Bir süre sonra kamerada netleme sorunu yaşamaya başladım. El mahkum biraz daha para harcayıp kamerayı da değiştirdim. Tabi sütten ağzım yandığı için bu kez telefonu kapaklı deri kılıf ile kullanmaya başladım. Birkaç aydır rahattım ancak bayramdan önce yine kamera netleme sorunu yaşamaya başladım, teknik servis hard reset yaparsam düzelebileceğini söyledi, yaptık, düzelmedi. Tam bayramdan sonra servise göndermeye hazırlanırken, oğlum telefonu sehpadan evet, yerden 30 cm yükseklikteki sehpadan parke zemine üzerinde yine koyucu kılıf-deri ve kapaklı- ile ekran koruyucu takılı olmasına rağmen düşürdüğü için ekran kırıldı. Bu mesaja ekranı görece kırık olan telefondan başladım ancak bitirmem mümkün olmadı. Bilgisayardan yazıyorum. Siz siz olun sağlam bir telefon alın. Bayramdansonra servise gönderecez, bakalım ne işlem yapacaklar.
1.0	4s yerine bu telefonu eşime aldım. Çok memnun kaldık.Kendim iPhone 6 kullanıyorum. Şu an kurtulmaya çalışıyorum. Takıntılarınız yoksa, piyasadaki fiyat/Performansı en iyi cihaz.3 yıl idare eder diye düşünüyorum. G2 hala kullanılıyor. Tüm testlerde S7 serisinin bir milim altında görünüyor ama bataryanın çıkması ve aradaki fiyat kullanıcının bile hissedemeyeceği o bir milim farkı kapatıyor.Kargo ve kutu olayına girmiyorum. HB varsa sorun yok.
0.0	Arkadaşlar bende burdan aldım satıcı gayet güzel satıcıydı fakat ürün aynı ürün ben size üründen bahsetmek istiyorum . Telefonu aldığım ilk bir sene şarja günde 3 defa takmaktan başka sıkıntısı yoktu sonra kamerası bozuldu ve sonrasında şarj yüzde 15 e düşünce kendiliğinden kapanıyodu ama satıcı güzeldi bilginiz olsun
0.0	Lg Telefonların klasik sorunları alırsanız dikkat edin.Araştırın ekran sorunları,ghost screen,bootloop sorunu,anakart sorunu.Ne zaman denk gelir şansınıza ama bunlardan biri denk geliyor ve işin ilginç tarafı lg hala bu hataları düzeltmemiş.Garantisini sağlayan servisi de dikkat edin.Sonuçta yazdığım sorunlarından birini denk gelme ihtimaliniz var. Garanti süresinde denk gelirseniz servis iyiyse tamir edebilir.Garanti bittikten sonra ise kendiniz yaptıracaksınız yada başka telefon alacaksınız.Sorunlar anakart ve ekranda olduğu için bu iki parça pahalı
0.0	XİAOMİ TELEFONLARİNİN EN BERBAT SERİSİ. KAMERA ALAKASİ BİLE YOK. AÇILMIYOR
1.0	Tatmin edici, parasını hak eden bir kamera ve genel performansa sahip, sıkıntıları; herkesin üzerinde sıklıkla durduğu Type C şarj girişine sahip olmayışı ve abi bu kadar para verdik bu kulaklığı mı reva gördünüz gibi şeyler olabilir. Onun dışında herşey yolunda. 
0.0	Cihaz son derece güzel hızlı ancak pubg oynarken multi touch sorunu var dokumatik geç algılıyor ve nu sorun yazılımsal denildi yetkililer tarafindan 29 ocakta huncelleme ile çözeceğiz dediler bakalim me olucak
1.0	bir haftadır kullanıyorum çok güzel, şık ve kullanışlı
0.0	30 nisanda aldığım telefon kamera kullanılırken 2 kez kapandı. Garantiye göndermek zorunda kalacağım sanırım. Aldığım mağazadan mı kaynaklı yoksa telefonun üretim hatası mı bilmiyorum.
1.0	kargo hızlı yakışır herkeze tavsiye ederim
0.0	Eğer kilit açarken parmak izi kullanıyorsanız nolur bu telefonu almayın , aldım alalı açamıyorum arkadaş en son bıkıp desenle açıyorum,inşallah piyasadan toplatırlar bunları , tek temennim.
1.0	ÇOK GÜZEL VE HIZLI OLMASI BENİ MEMNUN ETTİ TŞK.
0.0	ilk 6 ay sorun yoktu, daha sonra şarj sorunu ve geri tuşu çalışmama sorunu başladı. Diğer Vestel modelleri gibi mikrofon hassasiyeti kötü. Bu fiyata çok daha kaliteli telefonlar var. Sırf yerli diye aldım ama kalite yerlerde.
1.0	Süper telefon vesteli tebrik etmek lazım.Hiç düşünmeden alabilirsiniz.Pahalı telefonlardan fazlası vareksiği yok.
1.0	Öncelikle üründen yana bir sıkıntım yok yani gayet hızlı ve şık ayrıca satıcıdan yana da bir sıkıntı yaşamadım ürünün kutusu gayet güven veriyor insana almak isteyenlere öneririm
1.0	Şu anda alınabilecek fiyat kalite açısından en mantıklı cihaz diye düşünüyorum.
